name,gender
biraj,m
shishul,m
chhedilal,m
soam,f
hema,m
harmeet,f
shaubha,m
name,m
bhopal,f
keshu,f
pritesh,m
nooralam,m
sukumar,m
bodu,m
irfhan,m
surgyan,m
devyani,f
iesha,f
mosmi,f
veera,f
gulnaz,f
ikara,f
mangu,m
radhadalal,f
kbeta,f
rukhsona,f
unkar,m
khubhu,f
premchand,m
muni,f
pushpawati,f
kirorimal,m
moham,m
velaram,m
emran,m
sahaja,f
satynarayan,m
binu,f
itwari,m
jioty,f
koshalya,m
sukhpal,m
asutosh,m
kumod,m
putulu,f
nshima,f
reyaz,m
tamnna,m
neki,m
kunod,m
michael,m
khemraj,m
rajni,m
prshant,m
risiraj,m
beenu,m
sudeshwer,m
irphan,m
tripurari,m
chettan,m
gyattri,f
gurudut,m
narinder,m
gurjeet,m
bholu,m
munne,m
nirosha,f
radhyshyam,m
samsad,f
parshant,m
goldan,f
rejaul,m
dhanu,m
mehronisha,f
aayesha,f
vipendra,m
keli,f
shabra,f
suzata,f
sangram,m
sawariya,f
pree,f
niyaaz,m
jaiprkesh,m
isharar,m
bagga,f
shanwaj,m
arham,m
ajman,m
hrithik,m
abusala,m
anuja,f
jwala,m
vandna,m
laksh,m
lavkush,m
baniya,m
brkha,f
netrapal,m
killo,f
dhulin,m
bhupendar,m
raghuvinder,f
sumita,f
shrabani,f
narbir,m
sapita,f
nosad,m
shelendra,m
januka,f
jamal,m
pusgpender,m
barti,f
moka,f
jitendr,m
aarifa,f
anshum,m
muntrin,f
harshmeet,m
mahinudin,m
yogita,m
dhanwati,f
veermati,f
umardeen,m
jeevanlata,f
data,m
madhusudan,m
maneeta,f
gangajali,f
andhav,m
zahira,f
shrishti,f
jalmi,m
sukhavinder,m
rghuraj,m
prabhatyashi,m
lambhu,f
aladeen,m
nitu,m
nila,m
balti,f
chanderkala,f
abha,f
prakul,m
rambabu,m
surti,f
shital,m
lavali,f
rajinder,f
namen,f
sispal,m
jamrujaha,f
mashli,f
doulat,m
evan,f
sunhara,f
shahista,f
bannu,m
atu,m
mammta,f
shokraji,f
mohmmad,m
saddham,m
seweta,f
vandita,f
jaimata,f
shankarbhaya,f
rishipal,m
hadisha,f
shahbuddin,m
mushrraf,m
birajpal,m
pannalal,m
jainarayan,m
satwinder,f
pakhali,f
mamita,f
faim,m
rada,m
neelima,f
menpal,m
dhapa,f
asmin,f
randheer,m
phoolwati,m
bhajandeep,m
amreeta,f
khumlo,f
manglesh,f
najmin,f
josin,m
jainub,f
misbah,f
risabh,f
juhi,m
noojo,f
atish,m
sirazudeen,m
dipa,f
phuli,f
kaifiya,f
salahuddin,m
amarendra,m
usha,m
khetra,m
justin,m
khalidur,m
alish,f
manowar,m
nathi,f
iqarar,m
tiwankle,f
murtibai,f
pavitra,f
aaenab,m
ramdutt,m
guni,f
kalusingh,m
shahnam,f
sarjaha,f
dhiru,m
aruni,f
rajputra,m
subhi,f
sheilesh,m
monny,f
vijaya,f
reekha,f
kushumavati,f
deepan,m
parem,f
moshad,m
shivalika,f
reena,m
shamsuddin,m
alikhan,m
arindra,m
aakas,m
kalpadma,m
bhanumati,f
bharkha,f
soona,f
sosari,f
kushmita,f
vasa,m
shahabuddin,m
sabid,m
sachi,m
aasu,f
ruben,m
akheelesh,m
navendra,m
yunishs,m
pushplata,f
aashia,f
shekiba,f
preeti,m
hamsiran,f
jagdeesh,m
gilbahar,f
bantu,f
kirpa,f
faraha,f
manlisa,f
bhiva,m
premjit,f
dana,m
lehru,m
parvesh,f
rishaw,m
kawa,m
kaushik,m
umardaraz,m
siyaram,m
jagrti,f
chaturbhuj,m
chatan,m
basiran,f
angda,m
anarkali,f
bato,f
anja,f
julekha,f
yinita,f
shakutal,f
man,f
lavpreet,f
sidhrath,m
achin,m
simmy,f
pramjeet,m
ramli,f
isthar,m
motilaal,m
rucksana,f
subato,m
ashak,m
chintan,m
jani,f
suwa,m
pervinder,m
wiliyam,m
khushnudi,f
aarti,m
jankidas,m
suchita,f
rubal,m
gurdayal,m
dowlat,m
lakhmi,f
khubshu,f
bhgavti,f
sumesh,m
subhiya,f
mmta,f
doly,f
khushnaseeb,m
muskarn,f
amna,f
hisamuddin,m
champa,m
brijshwaer,m
mosim,m
munkad,m
shyan,m
salaman,m
husana,f
harishen,m
sayja,f
latoor,m
itvarya,f
jitander,m
ruanbza,f
rukhsar,m
rupam,f
shyoram,m
parmeswari,f
adrash,m
nishtha,f
sedarath,m
job,m
mahak,m
shulal,m
rima,m
dheerendra,m
lawrence,m
monty,m
kuwar,m
anvar,m
manwi,f
rachpreet,f
rajuddin,m
basnti,f
kamli,f
babar,m
jeenat,m
kamaldeep,m
dama,m
numesh,m
ragwender,m
bhundki,f
gurprit,m
narsa,m
ramsewak,m
mohabbat,m
kanhyalal,m
sauni,f
manoti,f
shvani,f
maman,m
keval,m
pardeshi,m
omender,m
fuljhadi,f
gulabsa,f
iklakh,m
sehjan,m
salomi,f
umanath,m
maryana,f
najar,m
kinya,f
imam,m
narhasi,m
busra,f
rasul,m
tashkkur,f
anjila,f
hament,m
khokan,m
pappy,f
susmata,m
sokin,m
janesh,m
sano,f
nootan,m
pargati,f
rajkumarm,m
bhupendri,f
pareen,m
revakshi,f
shaturughyan,m
rony,m
seekha,f
ilyaash,m
sandya,f
gawali,m
satnam,f
shmejha,f
aamina,f
kanchn,f
ruhi,f
azruddin,m
bhavuk,m
gensingh,m
afarin,f
hajrat,m
tamu,m
billu,f
harmani,m
nahani,f
vijendar,m
aditya,f
sadhu,m
islamuddin,m
faimuddin,f
ranjay,m
seta,f
chaterpal,m
salini,f
na,m
swedesh,m
deepka,f
prittam,m
beragi,m
binita,f
iema,f
rahishudeen,m
devkran,m
muskan,m
aasto,m
hosiyarilal,m
rupen,m
badrulla,m
alahbasri,f
kimat,m
mudbir,m
sotaj,m
barham,m
ashra,f
harbas,f
abhisekh,m
ataullah,m
bhala,m
tamsa,f
virwanti,f
rajrani,f
kesavi,f
ansu,m
sauhal,m
kausar,m
kulbir,m
vijayanta,f
gurdarshan,m
iliyas,m
sunena,f
tabbusum,f
bhawar,f
adan,m
meer,m
harshdeep,m
manuvar,m
sngeeta,f
bismilla,f
anita,m
firoja,f
hashim,m
sanpat,m
jimmi,m
gurjeet,f
kalwant,m
jaimati,f
kalashi,f
lalital,m
amina,m
aluddin,m
shilu,f
salin,m
rabita,f
nayaka,f
nibha,f
nanhi,f
jaivanti,f
kamran,m
alkesh,f
musibat,m
devid,m
mudrika,f
faqir,m
siraz,m
haseem,m
sugandb,f
mubashir,m
rosanjahan,f
pyar,m
takshila,f
tasveeran,f
terence,m
subin,m
bhajanlal,m
nazeem,m
shanti,m
alaudin,m
chatru,m
vipta,m
swetna,f
sahenaj,f
chetan,f
multan,m
shashid,m
ajima,f
tufel,m
chapma,f
nazibuneesha,f
nashim,m
anwarulhaq,m
twinkle,f
guddibai,f
rajdut,m
kosaleya,f
ratna,f
radhabai,f
aaftaab,m
nafeesa,f
mini,f
umrawti,f
partul,m
shaili,f
somprakash,m
suntia,f
chitranjan,m
mithalesh,f
aakib,m
shanshak,m
jayuti,f
gulnaaz,f
dund,m
radheyshyam,m
manfool,f
balwanti,f
shisupal,m
vidyadatt,m
begumpur,f
prabhash,m
mitnu,m
smariti,f
dharminder,m
jasodha,f
patav,m
dropati,f
amlesh,m
batasi,f
jasvir,m
ikramudeen,m
chitra,m
vibhash,m
avaz,m
kulli,f
binpal,m
firoza,f
mehwish,f
pushpanjali,f
prya,f
rehan,m
budhwanti,f
trannum,f
neemi,f
parinka,f
bhramanand,m
jhakar,m
vinayak,m
saiyada,f
one,m
har,f
babby,f
viraj,m
fool,f
shiteel,f
binder,m
deeraj,m
golden,f
gugna,m
aswani,f
mokida,m
spana,f
sagira,f
sabbab,m
kawita,f
gitali,f
vipulander,m
afshana,f
manvendra,m
sabana,m
kalip,m
girja,f
susheela,f
rumeet,m
ikrar,m
batul,f
bhanmati,f
edris,m
nafees,m
bharatlal,m
devdhari,m
balam,m
jubed,m
handu,m
momita,f
gjender,m
preet,f
rinki,m
rohila,f
kaim,m
rolly,m
phoolmani,f
kherul,f
newal,m
punni,f
prabhatilal,m
bitoo,f
mehak,f
hardev,m
munnadevi,f
akhlakh,m
kabid,m
gurjit,m
mukat,m
gopesh,m
gajana,f
abishak,m
manojkumar,m
bhabhiya,f
neela,f
najrin,m
tapsam,f
bhoopsingh,m
shyamlal,m
sajim,m
avid,m
peentu,m
daks,m
kushumlata,f
jainab,m
momin,f
mnisha,f
upasana,f
shun,f
agrej,m
aansu,m
lekhram,m
dhuruv,m
mehfooj,f
sahrik,m
panaj,m
nathiya,f
anoj,m
khangara,m
shaswat,m
dharmendera,m
leelu,m
alapna,f
jibanti,f
maharaj,f
saeed,m
deepnarayan,m
maniram,m
akshita,f
shafibul,m
shobha,m
ebane,m
ghisaram,m
jasvir,f
sukhvinder,m
soban,m
mansavi,f
akshpaat,m
sarojini,f
hafsa,f
reetima,f
muntiyaj,m
rawi,f
sanjya,m
aadesh,m
ruppa,f
noorjama,m
laddha,m
sehboob,m
fakrudeen,m
gulkasha,f
kamrudeen,m
birajbhushan,m
jodhi,m
ramswrup,m
munish,m
for,m
pratiksha,f
manno,f
archna,m
shivlal,m
fareena,f
guman,m
javedh,m
parven,m
brahamprakash,m
virjiniya,f
shahdab,m
lalutha,f
param,m
sohi,f
anjali,m
diwakar,m
bhusan,m
balmiki,m
banarsi,m
sakiran,f
bitona,f
chhaterwati,f
bhart,f
nathulal,m
nadhim,m
mobarkar,m
pataso,f
kana,m
sarves,m
nafish,m
nawali,f
ashikeen,m
iqubal,m
halima,f
mangeshwar,m
hazu,f
shadiya,f
faraheen,f
raunaf,f
jagviri,f
babbu,m
sntosh,f
karanveer,m
lakhraj,m
sahlesh,m
hasrat,m
sehrunisa,f
kosar,f
sanjogta,f
nooreen,f
sadiq,m
alam,f
matok,m
asharani,f
zahir,m
sahnawaz,m
safika,f
shushree,f
janta,m
dirgaj,m
eshavarya,f
hini,f
sudma,f
omeshkumar,m
beeuty,f
yatin,m
urmila,m
mangol,m
kalap,m
shushil,m
gulafsha,f
grish,m
piuesh,m
ashman,f
shakhtnsana,m
manoj,f
gheesa,m
sukhpreeet,f
sayari,f
feflibai,f
kalua,m
juneb,f
sharanjeet,m
pholwanti,f
nawed,m
bawan,m
sabrina,f
shyamvati,f
yudhbir,m
ravindera,m
